Instance,Feature,LocX,LocY,Checkin
A,1849,116.331377,40.040145,
A,1850,116.333585,40.039797,
A,1851,116.331238,40.043983,
A,1852,116.343282,40.031063,
A,1853,116.337553,40.034438,
A,1854,116.334352,40.038773,
A,1855,116.333289,40.041075,
A,1856,116.318946,40.049777,
A,1857,116.339435,40.038253,
A,1858,116.332848,40.04071,
A,1859,116.332224,40.038423,
A,1860,116.329663,40.040643,
A,1861,116.334123,40.039109,
A,1862,116.331085,40.04382,
A,1863,116.341534,40.039813,
A,1864,116.342932,40.039485,
A,1865,116.343023,40.03952,
A,1866,116.343107,40.039548,
A,1867,116.343172,40.039562,
A,1868,116.120869,40.08296,
A,1869,116.1192,40.100821,
A,1870,116.166921,40.067934,
A,1871,116.33017,39.94417,
A,1872,116.32589,39.94419,
A,1873,116.326,39.943372,
A,1874,116.306621,39.943029,
A,1875,116.280101,39.943371,
A,1876,116.311905,39.94376,
A,1877,116.325949,39.943539,
A,1878,116.246984,39.969327,
A,1879,116.330278,39.967026,
A,1880,116.323295,39.963478,
A,1881,116.323886,39.964198,
A,1882,116.315187,39.96618,
A,1883,116.315523,39.968203,
A,1884,116.336397,39.96814,
A,1885,116.324103,39.968026,
A,1886,116.329431,39.967772,
A,1887,116.32678,39.964047,
A,1888,116.320026,39.96704,
A,1889,116.297618,39.96454,
A,1890,116.329732,39.96877,
A,1891,116.318801,39.965316,
A,1892,116.303446,39.968665,
A,1893,116.34295,39.962833,
A,1894,116.350858,39.963788,
A,1895,116.324349,39.964476,
A,1896,116.342562,39.966718,
A,1897,116.325371,39.964529,
A,1898,116.317802,39.968995,
A,1899,116.361148,39.966627,
A,1900,116.345488,39.960466,
A,1901,116.323487,39.964171,
A,1902,116.323667,39.964183,
A,1903,116.322947,39.968043,
A,1904,116.348152,39.967044,
A,1905,116.323133,39.965907,
A,1906,116.334273,39.962708,
A,1907,116.342162,39.964144,
A,1908,116.342059,39.963727,
A,1909,116.361244,39.967301,
A,1910,116.321714,39.968537,
A,1911,116.336255,39.969239,
A,1912,116.358268,39.968483,
A,1913,116.331754,39.968179,
A,1914,116.314806,39.935204,
A,1915,116.314522,39.935163,
A,1916,116.326341,39.935443,
A,1917,116.326719,39.935043,
A,1918,116.305439,39.936535,
A,1919,116.307617,39.936117,
A,1920,116.355181,40.008623,
A,1921,116.248264,40.063582,
A,1922,116.248799,40.062419,
A,1923,116.250441,40.058617,
A,1924,116.366699,39.993531,
A,1925,116.365434,39.992978,
A,1926,116.364809,39.994107,
A,1927,116.364491,39.999255,
A,1928,116.366153,39.994013,
A,1929,116.369466,39.994115,
A,1930,116.351434,40.001586,
A,1931,116.366199,39.993554,
A,1932,116.365512,39.991605,
A,1933,116.351763,40.000338,
A,1934,116.349979,40.000172,
A,1935,116.36579,39.993512,
A,1936,116.365413,39.992814,
A,1937,116.365489,39.993334,
A,1938,116.360357,40.001516,
A,1939,116.353607,40.016092,
A,1940,116.347497,40.021007,
A,1941,116.347536,40.021158,
A,1942,116.364282,40.006197,
A,1943,116.365308,40.003647,
A,1944,116.351807,40.01122,
A,1945,116.350566,40.015452,
A,1946,116.303906,40.045353,
A,1947,116.289948,40.06357,
A,1948,116.315412,40.037121,
A,1949,116.291482,40.034413,
A,1950,116.291345,40.034412,
A,1951,116.332298,40.037905,
A,1952,116.352921,40.005821,
A,1953,116.309382,40.023035,
A,1954,116.313873,40.021172,
A,1955,116.31212,40.030535,
A,1956,116.352023,40.004947,
A,1957,116.350675,40.010729,
A,1958,116.350956,40.01073,
A,1959,116.365483,40.002235,
A,1960,116.354862,40.008526,
A,1961,116.360384,40.009766,
A,1962,116.360313,40.010421,
A,1963,116.348344,40.025585,
A,1964,116.336761,40.027343,
A,1965,116.333801,40.027672,
A,1966,116.319539,40.032485,
A,1967,116.30195,40.043952,
A,1968,116.295444,40.034221,
A,1969,116.351986,40.005169,
A,1970,116.311557,40.028218,
A,1971,116.296022,40.041816,
A,1972,116.354406,40.008518,
A,1973,116.35428,40.008522,
A,1974,116.311687,40.028404,
A,1975,116.347079,40.019963,
A,1976,116.349663,40.014987,
A,1977,116.349453,40.014979,
A,1978,116.351901,40.010102,
A,1979,116.346412,40.005119,
A,1980,116.331142,40.034245,
A,1981,116.364608,40.00322,
A,1982,116.365572,40.002088,
A,1983,116.29112,40.03441,
A,1984,116.346386,40.006989,
A,1985,116.355243,40.008421,
A,1986,116.355223,40.008555,
A,1987,116.355224,40.008594,
A,1988,116.355213,40.008664,
A,1989,116.347974,40.015039,
A,1990,116.35366,40.001809,
A,1991,116.364814,40.003482,
A,1992,116.363526,40.007273,
A,1993,116.314857,40.038189,
A,1994,116.311186,40.043541,
A,1995,116.309656,40.044967,
A,1996,116.309092,40.045865,
A,1997,116.328221,40.028915,
A,1998,116.306586,40.037076,
A,1999,116.30964,40.037333,
A,2000,116.33274,40.0305,
A,2001,116.309363,40.023108,
A,2002,116.290325,40.061117,
A,2003,116.348049,40.021289,
A,2004,116.347647,40.020356,
A,2005,116.350553,40.015443,
A,2006,116.3508,40.012009,
A,2007,116.353422,40.009715,
A,2008,116.353412,40.009695,
A,2009,116.364843,40.003499,
A,2010,116.363838,40.003889,
A,2011,116.237608,39.919057,
A,2012,116.301857,39.915076,
A,2013,116.296757,39.91511,
A,2014,116.264336,39.913119,
A,2015,116.301848,39.912445,
A,2016,116.318475,39.912668,
A,2017,116.303493,39.912278,
A,2018,116.303744,39.912581,
A,2019,116.27862,39.917926,
A,2020,116.333993,39.924862,
A,2021,116.316046,39.924376,
A,2022,116.316404,39.924806,
A,2023,116.298555,39.923176,
A,2024,116.307789,39.9237,
A,2025,116.297105,39.91893,
A,2026,116.283807,39.919334,
A,2027,116.29267,39.924852,
A,2028,116.301314,39.924942,
A,2029,116.272511,39.92312,
A,2030,116.315734,39.924372,
A,2031,116.304971,39.923433,
A,2032,116.342526,40.007808,
A,2033,116.365311,40.002395,
A,2034,116.315657,39.978293,
A,2035,116.348907,39.985892,
A,2036,116.353103,39.977421,
A,2037,116.37102,39.969167,
A,2038,116.333162,39.973611,
A,2039,116.32365,39.992035,
A,2040,116.298129,39.997574,
A,2041,116.337037,39.978604,
A,2042,116.33107,39.993247,
A,2043,116.368386,39.967461,
A,2044,116.375602,39.969703,
A,2045,116.296754,39.997432,
A,2046,116.317721,39.97726,
A,2047,116.351567,39.970431,
A,2048,116.290808,39.998242,
A,2049,116.365918,39.972117,
A,2050,116.362529,39.951756,
A,2051,116.351605,39.968946,
A,2052,116.33697,39.977287,
A,2053,116.33697,39.977287,
A,2054,116.244227,39.947743,
A,2055,116.243425,39.947894,
A,2056,116.243294,39.947904,
A,2057,116.241732,39.94793,
A,2058,116.242125,39.947504,
A,2059,116.280282,39.9249,
A,2060,116.273255,39.928433,
A,2061,116.270863,39.931592,
A,2062,116.27905,39.926657,
A,2063,116.277026,39.928311,
A,2064,116.216707,39.968452,
A,2065,116.245523,39.950631,
A,2066,116.247874,39.947857,
A,2067,116.292354,39.922701,
A,2068,116.278101,39.931132,
A,2069,116.286641,39.927304,
A,2070,116.286733,39.925362,
A,2071,116.286733,39.925362,
A,2072,116.284211,39.927755,
A,2073,116.292603,39.922999,
A,2074,116.285265,39.927339,
A,2075,116.282235,39.928437,
A,2076,116.302393,39.924351,
A,2077,116.268051,39.924626,
A,2078,116.299628,39.923419,
A,2079,116.264262,39.918949,
A,2080,116.30137,39.919975,
A,2081,116.32648,39.934146,
A,2082,116.296772,39.912782,
A,2083,116.264358,39.91349,
A,2084,116.339523,39.991948,
A,2085,116.341406,39.995574,
A,2086,116.357415,40.030655,
A,2087,116.365417,40.060047,
A,2088,116.289603,39.900037,
A,2089,116.320172,39.910325,
A,2090,116.329223,39.903952,
A,2091,116.28557,39.941573,
A,2092,116.274987,39.938004,
A,2093,116.301023,39.927339,
A,2094,116.280054,39.928942,
A,2095,116.293716,39.921422,
A,2096,116.318888,39.923306,
A,2097,116.293195,39.925835,
A,2098,116.27812,39.90007,
A,2099,116.207199,39.923035,
A,2100,116.259484,39.900993,
A,2101,116.260146,39.901327,
A,2102,116.260171,39.898708,
A,2103,116.241558,39.926515,
A,2104,116.241352,39.926456,
A,2105,116.236332,39.934236,
A,2106,116.22953,39.934033,
A,2107,116.24356,39.929832,
A,2108,116.244989,39.929274,
A,2109,116.24526,39.929096,
A,2110,116.234515,39.932631,
A,2111,116.246264,39.933284,
A,2112,116.228568,39.929257,
A,2113,116.245567,39.93034,
A,2114,116.245558,39.930086,
A,2115,116.224309,39.927345,
A,2116,116.252375,39.930539,
A,2117,116.248661,39.929288,
A,2118,116.255334,39.929254,
A,2119,116.253301,39.926461,
A,2120,116.227207,39.942359,
A,2121,116.260176,39.929523,
A,2122,116.264189,39.92761,
A,2123,116.258237,39.929623,
A,2124,116.258466,39.929563,
A,2125,116.25981,39.930546,
A,2126,116.259805,39.930642,
A,2127,116.269465,39.928658,
A,2128,116.258169,39.92963,
A,2129,116.257299,39.92965,
A,2130,116.257784,39.92965,
A,2131,116.268578,39.928777,
A,2132,116.226598,39.996909,
A,2133,116.226305,39.996845,
A,2134,116.233967,39.992563,
A,2135,116.327799,39.937483,
A,2136,116.327799,39.937485,
A,2137,116.326575,39.9381,
A,2138,116.326914,39.93816,
A,2139,116.327789,39.937479,
A,2140,116.329712,39.936925,
A,2141,116.331906,39.934404,
A,2142,116.33258,39.934082,
A,2143,116.333131,39.934118,
A,2144,116.313512,39.946423,
A,2145,116.290214,39.959161,
A,2146,116.288524,39.961297,
A,2147,116.303562,39.951735,
A,2148,116.301423,39.952999,
A,2149,116.31291,39.945649,
A,2150,116.307233,39.94948,
A,2151,116.289054,39.961045,
A,2152,116.292242,39.958948,
A,2153,116.30925,39.949092,
A,2154,116.28912,39.961351,
A,2155,116.288784,39.96131,
A,2156,116.288971,39.961045,
A,2157,116.313174,39.945905,
A,2158,116.309269,39.948923,
A,2159,116.219403,39.995041,
A,2160,116.219666,39.995072,
A,2161,116.333482,39.927507,
A,2162,116.333482,39.927507,
A,2163,116.326593,39.933048,
A,2164,116.328148,39.931996,
A,2165,116.333422,39.929017,
A,2166,116.332842,39.927975,
A,2167,116.279016,39.961093,
A,2168,116.306329,39.944152,
A,2169,116.304455,39.946129,
A,2170,116.303768,39.945838,
A,2171,116.315255,39.938891,
A,2172,116.305091,39.944709,
A,2173,116.314867,39.939667,
A,2174,116.280861,39.959128,
A,2175,116.327513,39.931173,
A,2176,116.327649,39.931449,
A,2177,116.333481,39.9275,
A,2178,116.304484,39.945429,
A,2179,116.280015,39.960158,
A,2180,116.324475,39.932996,
A,2181,116.314975,39.939403,
A,2182,116.167202,40.053258,
A,2183,116.180927,40.044196,
A,2184,116.187247,40.041241,
A,2185,116.188706,40.04076,
A,2186,116.18158,40.044109,
A,2187,116.250814,40.004219,
A,2188,116.187167,40.041295,
A,2189,116.319011,39.963613,
A,2190,116.327585,39.958587,
A,2191,116.326974,39.958534,
A,2192,116.349467,39.944957,
A,2193,116.346328,39.948303,
A,2194,116.315155,39.966607,
A,2195,116.322141,39.962659,
A,2196,116.335249,39.954969,
A,2197,116.302463,39.972345,
A,2198,116.303366,39.971738,
A,2199,116.306298,39.971945,
A,2200,116.302828,39.972081,
A,2201,116.308222,39.970062,
A,2202,116.336271,39.953188,
A,2203,116.331344,39.95711,
A,2204,116.323339,39.961347,
A,2205,116.327591,39.959031,
A,2206,116.303053,39.972791,
A,2207,116.335315,39.95346,
A,2208,116.323362,39.961233,
A,2209,116.327135,39.958552,
A,2210,116.349013,39.944917,
A,2211,116.350275,39.945316,
A,2212,116.344317,39.949036,
A,2213,116.343713,39.948846,
A,2214,116.306095,39.971945,
A,2215,116.308222,39.970062,
A,2216,116.323312,39.961404,
A,2217,116.251233,39.915518,
A,2218,116.253605,39.917297,
A,2219,116.283672,39.914419,
A,2220,116.260107,39.914744,
A,2221,116.26443,39.917245,
A,2222,116.264818,39.91726,
A,2223,116.260767,39.917389,
A,2224,116.264428,39.917472,
A,2225,116.264455,39.917417,
A,2226,116.283771,39.913941,
A,2227,116.278335,39.914566,
A,2228,116.282268,39.917361,
A,2229,116.277602,39.914586,
A,2230,116.260114,39.914837,
A,2231,116.260125,39.914651,
A,2232,116.273512,39.915265,
A,2233,116.277619,39.913832,
A,2234,116.280726,39.913777,
A,2235,116.25971,39.914554,
A,2236,116.224761,39.952573,
A,2237,116.224764,39.952613,
A,2238,116.248535,39.948072,
A,2239,116.233309,39.955523,
A,2240,116.220793,39.951144,
A,2241,116.221372,39.951114,
A,2242,116.224735,39.951603,
A,2243,116.224739,39.951699,
A,2244,116.22474,39.95174,
A,2245,116.224744,39.952009,
A,2246,116.224752,39.952063,
A,2247,116.224739,39.95213,
A,2248,116.224738,39.952311,
A,2249,116.224748,39.952447,
A,2250,116.224771,39.952686,
A,2251,116.243944,39.9478,
A,2252,116.243372,39.9479,
A,2253,116.243269,39.947904,
A,2254,116.23556,39.948079,
A,2255,116.241622,39.947522,
A,2256,116.243871,39.947466,
A,2257,116.246889,39.946542,
A,2258,116.21522,39.960471,
A,2259,116.246485,39.950821,
A,2260,116.24567,39.951073,
A,2261,116.219229,39.953837,
A,2262,116.224187,39.954103,
B,1,116.247874,39.963509,
B,2,116.222446,39.992671,
B,3,116.08227,40.095208,
B,4,116.215625,39.952046,
B,5,116.340649,39.986441,
B,6,116.295676,39.932624,
B,7,116.295652,39.932582,
B,8,116.310172,39.932363,
B,9,116.310224,39.938456,
B,10,116.310116,39.938512,
B,11,116.274398,39.938442,
B,12,116.273985,39.938514,
B,13,116.330248,39.938324,
B,14,116.245244,39.959247,
B,15,116.303096,39.96003,
B,16,116.275029,39.959874,
B,17,116.280468,39.959402,
B,18,116.308726,39.958717,
B,19,116.316107,40.037885,
B,20,116.341384,40.03896,
B,21,116.274759,39.924252,
B,22,116.276007,39.956661,
B,23,116.216288,39.955277,
B,24,116.310729,39.90737,
B,25,116.117823,40.110123,
B,26,116.362046,39.950556,
B,27,116.304808,39.896252,
B,28,116.37002,40.001536,
B,29,116.294195,39.897009,
B,30,116.386577,40.033749,
B,31,116.359482,40.009859,
B,32,116.297022,39.9241,
B,33,116.206013,39.994089,
B,34,116.362711,40.00936,
B,35,116.363463,40.009185,
B,36,116.140736,40.068152,
B,37,116.365693,39.976006,
B,38,116.119581,40.049365,
B,39,116.120093,40.049363,
B,40,116.117366,40.047476,
B,41,116.141237,40.099482,
B,42,116.152658,40.117043,
B,43,116.148983,40.111003,
B,44,116.138389,40.068297,
B,45,116.154549,40.097771,
B,46,116.148645,40.082994,
B,47,116.335563,39.967529,
B,48,116.340922,39.947777,
B,49,116.273946,39.946765,
B,50,116.275433,39.946725,
B,51,116.314509,39.947823,
B,52,116.218812,39.947955,
B,53,116.309652,39.948629,
B,54,116.309935,39.94948,
B,55,116.31025,39.910873,
B,56,116.309435,39.953764,
B,57,116.281908,40.033746,
B,58,116.282315,40.021304,
B,59,116.292902,40.053154,
B,60,116.281906,40.01613,
B,61,116.333212,39.986032,
B,62,116.295007,39.889564,
B,63,116.310171,39.924079,
B,64,116.310342,39.927309,
B,65,116.310002,39.926891,
B,66,116.310007,39.929161,
B,67,116.309909,39.928105,
B,68,116.310442,39.928068,
B,69,116.311657,39.985173,
B,70,116.315815,39.992116,
B,71,116.308972,39.975798,
B,72,116.306729,39.969984,
B,73,116.333899,40.033858,
B,74,116.329958,40.031093,
B,75,116.336786,40.045595,
B,76,116.280901,39.990742,
B,77,116.304459,40.05456,
B,78,116.308106,40.057468,
B,79,116.285805,40.012933,
B,80,116.292443,40.024538,
B,81,116.316691,39.980841,
B,82,116.337027,40.027942,
B,83,116.328257,40.011125,
B,84,116.363633,39.978184,
B,85,116.339933,39.973347,
B,86,116.341346,39.965039,
B,87,116.364609,39.975953,
B,88,116.302026,40.058079,
B,89,116.287639,40.033884,
B,90,116.292524,40.034004,
B,91,116.284126,40.019173,
B,92,116.285598,40.01782,
B,93,116.274969,40.002824,
B,94,116.284266,40.019188,
B,95,116.278139,40.020949,
B,96,116.297587,40.054182,
B,97,116.285392,40.017604,
B,98,116.298279,40.051771,
B,99,116.270259,40.005506,
B,100,116.290572,40.045777,
B,101,116.293945,40.038487,
B,102,116.310768,39.985082,
B,103,116.30626,39.975695,
B,104,116.309788,39.985128,
B,105,116.292404,39.993898,
B,106,116.292807,39.999249,
B,107,116.291924,39.996595,
B,108,116.292729,39.990273,
B,109,116.306846,40.035335,
B,110,116.303629,40.017288,
B,111,116.315345,40.054136,
B,112,116.319682,40.056078,
B,113,116.292146,39.993909,
B,114,116.309828,40.044331,
B,115,116.31321,40.039556,
B,116,116.295744,39.997994,
B,117,116.321266,39.966917,
B,118,116.351168,40.033388,
B,119,116.347212,40.022849,
B,120,116.348165,40.015711,
B,121,116.290057,40.078397,
B,122,116.294683,40.07093,
B,123,116.295094,40.070891,
B,124,116.26253,40.003251,
B,125,116.26233,40.002919,
B,126,116.266781,40.020499,
B,127,116.267646,40.020483,
B,128,116.311275,39.97586,
B,129,116.337229,40.034687,
B,130,116.333609,40.030993,
B,131,116.336253,40.036807,
B,132,116.314758,39.984156,
B,133,116.340333,40.044332,
B,134,116.274025,39.902198,
B,135,116.270712,40.005496,
B,136,116.273065,40.0088,
B,137,116.273688,40.00565,
B,138,116.117468,40.046933,
B,139,116.164987,40.05453,
B,140,116.204817,40.041996,
B,141,116.147888,40.069357,
B,142,116.224663,40.121367,
B,143,116.21222,40.122914,
B,144,116.329058,40.05505,
B,145,116.2975,39.984752,
B,146,116.304771,39.99074,
B,147,116.299541,39.989607,
B,148,116.310295,40.017175,
B,149,116.326051,40.04917,
B,150,116.314218,40.020669,
B,151,116.304352,39.997496,
B,152,116.32717,39.985851,
B,153,116.207147,39.963009,
B,154,116.293298,40.073765,
B,155,116.290025,40.078657,
B,156,116.274965,39.918544,
B,157,116.353539,40.023026,
B,158,116.273837,39.89668,
B,159,116.154784,40.097477,
B,160,116.151589,40.097268,
B,161,116.156814,40.099248,
B,162,116.280214,39.961405,
B,163,116.275028,39.960849,
B,164,116.300458,39.985003,
B,165,116.285775,39.896992,
B,166,116.274032,39.907376,
B,167,116.284397,39.974901,
B,168,116.09311,40.040463,
B,169,116.244001,39.950904,
B,170,116.218365,39.960084,
B,171,116.225613,39.962083,
B,172,116.218653,39.96591,
B,173,116.206642,39.973771,
B,174,116.268406,39.938669,
B,175,116.316333,39.985506,
B,176,116.330003,39.897076,
B,177,116.309471,39.953092,
B,178,116.226589,39.996087,
B,179,116.22221,39.99261,
B,180,116.255217,40.002788,
B,181,116.292106,39.981436,
B,182,116.275127,39.999551,
B,183,116.257704,39.918843,
B,184,116.346654,40.046355,
B,185,116.358652,40.051353,
B,186,116.119209,40.067398,
B,187,116.142332,40.069977,
B,188,116.144277,40.074039,
B,189,116.162567,40.064475,
B,190,116.135272,40.099868,
B,191,116.12108,40.078826,
B,192,116.124985,40.106789,
B,193,116.178389,40.10151,
B,194,116.17763,40.095245,
B,195,116.148289,40.115034,
B,196,116.183415,40.127912,
B,197,116.161329,40.094263,
B,198,116.165156,40.054066,
B,199,116.204312,40.105286,
B,200,116.18381,40.076019,
B,201,116.176483,40.082968,
B,202,116.222633,40.075425,
B,203,116.225266,40.097516,
B,204,116.192995,40.100012,
B,205,116.206877,40.121119,
B,206,116.195882,40.124374,
B,207,116.23168,40.112268,
B,208,116.213124,40.109314,
B,209,116.220369,40.114438,
B,210,116.25783,40.10293,
B,211,116.20808,39.975677,
B,212,116.279054,40.038773,
B,213,116.222712,40.041615,
B,214,116.244407,40.047909,
B,215,116.20797,40.044059,
B,216,116.204732,40.139694,
B,217,116.370495,39.967921,
B,218,116.053037,40.080615,
B,219,116.270771,39.9544,
B,220,116.288473,39.94022,
B,221,116.251262,40.100476,
B,222,116.203863,39.998137,
B,223,116.241128,39.998666,
B,224,116.197362,39.997652,
B,225,116.253679,39.998384,
B,226,116.200151,39.997641,
B,227,116.216623,39.996165,
B,228,116.212924,39.997912,
B,229,116.254712,39.994053,
B,230,116.235752,39.995345,
B,231,116.302412,39.994546,
B,232,116.24963,40.073021,
B,233,116.229648,40.085449,
B,234,116.28634,39.919693,
B,235,116.293477,39.922144,
B,236,116.302214,39.918275,
B,237,116.092533,40.063965,
B,238,116.103216,40.061152,
B,239,116.100564,40.064565,
B,240,116.208445,40.052493,
B,241,116.146259,40.064395,
B,242,116.237533,40.049434,
B,243,116.212873,40.06484,
B,244,116.153512,40.062214,
B,245,116.247872,40.056651,
B,246,116.131834,40.053286,
B,247,116.289111,40.064669,
B,248,116.300962,40.054035,
B,249,116.278825,39.908571,
B,250,116.267542,40.058793,
B,251,116.213194,39.961286,
B,252,116.109148,40.039525,
B,253,116.20134,39.990596,
B,254,116.214963,39.977543,
B,255,116.269138,39.944583,
B,256,116.274143,39.944942,
B,257,116.304314,39.927074,
B,258,116.291486,39.943869,
B,259,116.278329,39.954376,
B,260,116.274846,39.954102,
B,261,116.244886,40.015882,
B,262,116.245912,40.013355,
B,263,116.274948,40.01582,
B,264,116.311969,40.015513,
B,265,116.270839,40.009511,
B,266,116.210284,39.979484,
B,267,116.221131,39.975664,
B,268,116.199666,39.977014,
B,269,116.286279,39.979193,
B,270,116.173641,39.982849,
B,271,116.274494,39.980916,
B,272,116.267677,39.980809,
B,273,116.342943,39.986594,
B,274,116.224541,40.033081,
B,275,116.277755,40.03192,
B,276,116.298969,40.034373,
B,277,116.291194,39.968422,
B,278,116.243606,40.036073,
B,279,116.270177,40.037578,
B,280,116.128965,40.055668,
B,281,116.17761,39.991203,
B,282,116.206142,39.989163,
B,283,116.222786,39.984023,
B,284,116.286188,39.983454,
B,285,116.295856,39.984539,
B,286,116.095678,40.07566,
B,287,116.380195,39.968854,
B,288,116.243696,39.941858,
B,289,116.123782,40.083844,
B,290,116.099686,40.088398,
B,291,116.14095,40.081097,
B,292,116.140665,40.086813,
B,293,116.153903,40.040737,
B,294,116.150221,40.041467,
B,295,116.277593,39.918148,
B,296,116.274924,39.963574,
B,297,116.252089,39.971484,
B,298,116.279383,39.960635,
B,299,116.288851,39.957923,
B,300,116.269285,39.963047,
B,301,116.291835,39.956795,
B,302,116.266135,39.976238,
B,303,116.348097,40.030366,
B,304,116.202497,40.093073,
B,305,116.248852,40.090033,
B,306,116.238479,40.099024,
B,307,116.258745,40.099631,
B,308,116.289494,40.001921,
B,309,116.234812,39.999619,
B,310,116.33908,40.001003,
B,311,116.324793,39.999547,
B,312,116.268337,40.004978,
B,313,116.316115,40.004993,
B,314,116.314169,40.005143,
B,315,116.176365,40.027442,
B,316,116.220726,40.024572,
B,317,116.344266,40.030077,
B,318,116.327844,40.027489,
B,319,116.322151,40.031261,
B,320,116.323986,40.046999,
B,321,116.352476,40.046797,
B,322,116.349638,40.042146,
B,323,116.308701,39.963431,
B,324,116.315525,40.018203,
B,325,116.258114,40.042845,
B,326,116.264122,40.041545,
B,327,116.294297,39.99691,
B,328,116.339576,40.053772,
B,329,116.115826,40.074722,
B,330,116.290715,40.078075,
B,331,116.269344,40.051018,
B,332,116.266808,40.050808,
B,333,116.267216,40.048678,
B,334,116.320091,39.939095,
B,335,116.325632,39.938786,
B,336,116.228943,39.954845,
B,337,116.231968,39.954913,
B,338,116.275583,39.955016,
B,339,116.303645,40.055729,
B,340,116.145071,40.068374,
B,341,116.115909,40.045456,
B,342,116.113997,40.045901,
B,343,116.1443,40.073323,
B,344,116.143421,40.072653,
B,345,116.186557,40.048939,
B,346,116.186581,40.068385,
B,347,116.161417,40.068357,
B,348,116.159228,40.077142,
B,349,116.157976,40.082733,
B,350,116.165742,40.052213,
B,351,116.137507,40.068217,
B,352,116.086131,40.082645,
B,353,116.177776,40.047098,
B,354,116.148067,40.081613,
B,355,116.302911,39.896884,
B,356,116.299754,39.897159,
B,357,116.299169,39.889582,
B,358,116.310101,39.912874,
B,359,116.3021,39.901076,
B,360,116.310376,39.91774,
B,361,116.31659,39.928107,
B,362,116.310008,39.936052,
B,363,116.325664,39.934873,
B,364,116.310368,39.9357,
B,365,116.326912,39.934877,
B,366,116.309872,39.936284,
B,367,116.379405,39.976808,
B,368,116.381101,39.976831,
B,369,116.376163,39.968203,
B,370,116.375788,39.968277,
B,371,116.381137,39.975978,
B,372,116.275187,39.92863,
B,373,116.226212,40.115972,
B,374,116.2265,40.132927,
B,375,116.263584,39.896977,
B,376,116.260672,39.929556,
B,377,116.310316,39.942127,
B,378,116.270645,39.992264,
B,379,116.234432,39.949641,
B,380,116.354785,39.958164,
B,381,116.315136,39.916374,
B,382,116.192712,40.15397,
B,383,116.267608,40.086361,
B,384,116.310075,39.917665,
B,385,116.310376,39.91774,
B,386,116.268135,39.941146,
B,387,116.288573,39.932099,
B,388,116.284863,39.924239,
B,389,116.310095,39.906458,
B,390,116.309993,39.907475,
B,391,116.302108,39.912982,
B,392,116.321201,39.900387,
B,393,116.27549,39.92552,
B,394,116.27503,39.92718,
B,395,116.275232,39.928291,
B,396,116.288048,39.91951,
B,397,116.273829,39.896807,
B,398,116.313239,39.940899,
B,399,116.284491,39.957181,
B,400,116.325795,39.932403,
B,401,116.310319,39.943812,
B,402,116.294987,39.900259,
B,403,116.283376,39.907471,
B,404,116.301071,39.897168,
B,405,116.274263,39.911457,
B,406,116.273806,39.911427,
B,407,116.275816,39.952995,
B,408,116.288167,39.946949,
B,409,116.275427,39.95391,
B,410,116.274662,39.968545,
B,411,116.291773,39.959638,
B,412,116.325632,39.938786,
B,413,116.252505,39.981618,
B,414,116.275292,39.968524,
B,415,116.274662,39.968545,
B,416,116.309935,39.94948,
B,417,116.372775,39.976812,
B,418,116.353125,39.970579,
B,419,116.342502,39.942539,
B,420,116.308145,39.962252,
B,421,116.288573,39.973129,
B,422,116.355212,39.95593,
B,423,116.355313,39.954125,
B,424,116.354924,39.958036,
B,425,116.355058,39.954138,
B,426,116.343245,39.96231,
B,427,116.325254,39.973189,
B,428,116.354634,39.968413,
B,429,116.354625,39.968907,
B,430,116.360999,39.965119,
B,431,116.321773,39.987705,
B,432,116.324689,39.985441,
B,433,116.323771,39.985972,
B,434,116.264659,39.907439,
B,435,116.260738,39.897115,
B,436,116.268664,39.946939,
B,437,116.309922,39.92461,
B,438,116.305463,39.896888,
B,439,116.305496,39.897165,
B,440,116.274107,39.914456,
B,441,116.310338,39.928878,
B,442,116.301537,39.932333,
B,443,116.310328,39.926745,
B,444,116.288202,39.942225,
B,445,116.249131,39.973153,
B,446,116.334639,39.923025,
B,447,116.325782,39.928121,
B,448,116.323645,39.98551,
B,449,116.321983,39.985921,
B,450,116.290327,39.897136,
B,451,116.294992,39.897032,
B,452,116.273727,39.910388,
B,453,116.229575,39.935546,
B,454,116.290327,39.897136,
B,455,116.273669,39.910122,
B,456,116.299167,39.891175,
B,457,116.302731,39.891994,
B,458,116.238117,39.920089,
B,459,116.26072,39.896823,
B,460,116.259932,39.897181,
B,461,116.27371,39.903496,
B,462,116.283367,39.897224,
B,463,116.274019,39.900236,
B,464,116.260738,39.897115,
B,465,116.274964,39.897968,
B,466,116.211845,39.916832,
B,467,116.216304,39.953221,
B,468,116.213516,39.9563,
B,469,116.252853,39.925814,
B,470,116.259932,39.929285,
B,471,116.274821,39.921357,
B,472,116.275374,39.921663,
B,473,116.24812,39.934099,
B,474,116.252349,39.934293,
B,475,116.214215,39.953358,
B,476,116.275374,39.921663,
B,477,116.275596,39.922568,
B,478,116.275067,39.969204,
B,479,116.306511,39.985158,
B,480,116.365509,39.946604,
B,481,116.374049,39.968157,
B,482,116.365509,39.946604,
B,483,116.375703,39.971325,
B,484,116.373752,39.968228,
B,485,116.237046,40.078156,
B,486,116.243732,40.073482,
B,487,116.241311,40.079369,
B,488,116.265875,40.082136,
B,489,116.341963,40.011592,
B,490,116.247551,39.962886,
